OpCode,Family,Genus,Species,Code,Number,Length_mm,Range_mm,Direction_deg,Depth_m,Mgmt,Site
PUP106,Acanthuridae,Acanthurus,leucopareius,ACLE,5,170.87,4700.132,13.254,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,leucopareius,ACLE,6,189.527,5300.102,18.076,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,leucopareius,ACLE,1,220.998,5649.223,13.491,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,blochii,ACBL,1,339.665,6584.609,16.013,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,leucopareius,ACLE,1,162.342,5605.278,15.496,1.85682,OPN,PUP
PUP106,Acanthuridae,Naso,unicornis,NAUN,1,272.169,4878.987,15.78,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,triostegus,ACTR,1,122.634,5468.747,14.002,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,triostegus,ACTR,1,142.94,5407.047,12.725,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,triostegus,ACTR,1,151.647,5569.719,11.01,1.85682,OPN,PUP
PUP106,Acanthuridae,Naso,lituratus,NALI,1,201.468,6292.934,9.801,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,blochii,ACBL,1,269.189,7646.906,10.573,1.85682,OPN,PUP
PUP106,Acanthuridae,Naso,lituratus,NALI,1,218.128,5504.622,15.661,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,triostegus,ACTR,6,152.27,6330.62,13.439,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,triostegus,ACTR,6,139.237,5241.606,19.632,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,leucopareius,ACLE,1,134.925,2100.444,14.251,1.85682,OPN,PUP
PUP106,Acanthuridae,Naso,lituratus,NALI,1,160.187,6131.675,19.216,1.85682,OPN,PUP
PUP108,Acanthuridae,Acanthurus,leucopareius,ACLE,1,138.882,2536.785,10.959,2.4384,OPN,PUP
PUP108,Acanthuridae,Acanthurus,leucopareius,ACLE,1,82.173,2604.673,6.749,2.4384,OPN,PUP
PUP108,Acanthuridae,Acanthurus,leucopareius,ACLE,1,81.521,2117.008,14.252,2.4384,OPN,PUP
PUP108,Acanthuridae,Acanthurus,leucopareius,ACLE,1,142.25,2664.311,20.834,2.4384,OPN,PUP
PUP108,Acanthuridae,Acanthurus,leucopareius,ACLE,1,85.52,2323.666,17.885,2.4384,OPN,PUP
PUP108,Acanthuridae,Acanthurus,leucopareius,ACLE,1,125.53,5512.983,15.924,2.4384,OPN,PUP
PUP108,Acanthuridae,Acanthurus,leucopareius,ACLE,1,145.779,3577.946,21.421,2.4384,OPN,PUP
PUP108,Acanthuridae,Acanthurus,leucopareius,ACLE,1,154.566,3115.571,18.596,2.4384,OPN,PUP
PUP108,Acanthuridae,Acanthurus,leucopareius,ACLE,1,147.521,3896.899,11.012,2.4384,OPN,PUP
PUP108,Acanthuridae,Naso,unicornis,NAUN,1,176.026,5909.799,16.413,2.4384,OPN,PUP
PUP110,Acanthuridae,Acanthurus,leucopareius,ACLE,1,129.28,5010.856,13.096,2.17242,OPN,PUP
PUP110,Acanthuridae,Acanthurus,leucopareius,ACLE,1,157.141,6306.267,4.722,2.17242,OPN,PUP
PUP110,Acanthuridae,Naso,lituratus,NALI,1,171.753,5559.208,13.791,2.17242,OPN,PUP
PUP110,Acanthuridae,Acanthurus,leucopareius,ACLE,1,164.181,4996.98,17.24,2.17242,OPN,PUP
PUP111,Mullidae,Mulloidichthys,flavolineatus,MUFL,1,286.51,4210.842,12.676,1.524,OPN,PUP
PUP112,Acanthuridae,Naso,unicornis,NAUN,1,234.761,6082.835,7.95,5.7912,OPN,PUP
PUP116,Acanthuridae,Acanthurus,nigroris,ACNR,1,250,1829.307,14.442,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,multifasciatus,PAMU,1,121.167,1339.857,11.008,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,multifasciatus,PAMU,1,63.397,1106.75,11.751,12.8016,OPN,PUP
PUP116,Acanthuridae,Acanthurus,nigroris,ACNR,1,232.356,1914.131,12.408,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,multifasciatus,PAMU,1,185.405,2075.931,8.911,12.8016,OPN,PUP
PUP116,Acanthuridae,Acanthurus,triostegus,ACTR,1,178.782,2031.761,17.859,12.8016,OPN,PUP
PUP116,Acanthuridae,Acanthurus,triostegus,ACTR,1,176.305,2126.624,14.504,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,multifasciatus,PAMU,1,128.767,1544.731,8.539,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,multifasciatus,PAMU,1,87.512,1501.531,8.767,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,pleurostigma,PAPL,1,137.899,2216.94,12.131,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,pleurostigma,PAPL,1,133.034,2199.809,13.827,12.8016,OPN,PUP
PUP116,Acanthuridae,Acanthurus,triostegus,ACTR,1,135.955,1987.193,6.576,12.8016,OPN,PUP
PUP116,Acanthuridae,Acanthurus,nigroris,ACNR,1,223.722,1339.532,10.306,12.8016,OPN,PUP
PUP116,Acanthuridae,Acanthurus,triostegus,ACTR,1,145.573,5868.767,20.358,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,pleurostigma,PAPL,1,136.57,1024.54,11.089,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,multifasciatus,PAMU,1,110.642,1483.472,17.839,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,multifasciatus,PAMU,1,115.397,842.553,12.553,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,multifasciatus,PAMU,1,168.142,1876.939,3.823,12.8016,OPN,PUP
PUP116,Mullidae,Parupeneus,pleurostigma,PAPL,1,250.352,2291.76,12.467,12.8016,OPN,PUP
PUP116,Acanthuridae,Naso,unicornis,NAUN,1,76.335,1481.997,9.472,12.8016,OPN,PUP
PUP116,Acanthuridae,Acanthurus,triostegus,ACTR,1,159.348,2761.827,21.78,12.8016,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,145.52,3131.306,16.547,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,161.626,1145.299,14.957,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,149.319,1298.657,14.408,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,138.554,1436.912,12.354,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,162.643,1682.735,14.045,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,82.184,3401.301,17.63,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,101.543,2673.184,15.454,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,75.137,2574.398,12.745,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,76.078,2982.58,15.243,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,blochii,ACBL,1,338.449,4062.749,9.825,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,blochii,ACBL,1,311.984,4491.694,8.974,3.5829301,OPN,PUP
PUP127,Acanthuridae,Naso,lituratus,NALI,1,251.391,5015.35,10.827,3.5829301,OPN,PUP
PUP127,Mullidae,Parupeneus,multifasciatus,PAMU,1,241.533,3466.665,22.63,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,250,3339.375,8.32,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,171.843,4075.848,10.828,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,186.435,3247.596,6.461,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,7,164.421,3740.155,10.577,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,7,202.174,4003.825,11.533,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,175.386,3332.55,13.934,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,156.343,3484.572,15.405,3.5829301,OPN,PUP
PUP127,Kyphosidae,Kyphosus,sp,CHUB,4,284.848,4730.388,5.658,3.5829301,OPN,PUP
PUP127,Acanthuridae,Naso,lituratus,NALI,1,362.353,5401.649,5.326,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,156.481,4025.632,17.494,3.5829301,OPN,PUP
PUP127,Kyphosidae,Kyphosus,sp,CHUB,1,367.313,6759.065,14.278,3.5829301,OPN,PUP
PUP127,Kyphosidae,Kyphosus,sp,CHUB,1,235.988,3885.72,12.005,3.5829301,OPN,PUP
PUP127,Kyphosidae,Kyphosus,sp,CHUB,4,282.9,4058.617,2.54,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,146.24,4073.884,11.081,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,175.309,3243.727,14.029,3.5829301,OPN,PUP
PUP127,Kyphosidae,Kyphosus,sp,CHUB,1,271.145,3395.548,4.195,3.5829301,OPN,PUP
PUP127,Kyphosidae,Kyphosus,sp,CHUB,4,301.228,3803.513,0.678,3.5829301,OPN,PUP
PUP127,Mullidae,Mulloidichthys,vanicolensis,MUVA,8,266.587,6009.279,12.418,3.5829301,OPN,PUP
PUP127,Mullidae,Mulloidichthys,vanicolensis,MUVA,5,246.705,6107.792,14.348,3.5829301,OPN,PUP
PUP127,Labridae,Anampses,cuvier,ANCU,1,207.119,4518.431,11.819,3.5829301,OPN,PUP
PUP127,Mullidae,Mulloidichthys,vanicolensis,MUVA,4,306.721,6487.749,9.846,3.5829301,OPN,PUP
PUP127,Mullidae,Mulloidichthys,vanicolensis,MUVA,5,265.186,6057.395,8.838,3.5829301,OPN,PUP
PUP127,Mullidae,Mulloidichthys,vanicolensis,MUVA,8,254.818,5557,22.1,3.5829301,OPN,PUP
PUP127,Mullidae,Mulloidichthys,vanicolensis,MUVA,5,279.98,6222.017,11.643,3.5829301,OPN,PUP
PUP127,Acanthuridae,Ctenochaetus,strigosus,CTST,1,197.113,6027.727,19.441,3.5829301,OPN,PUP
PUP127,Acanthuridae,Naso,lituratus,NALI,1,286.732,5924.687,17.825,3.5829301,OPN,PUP
PUP127,Scaridae,Scarus,psittacus,SCPS,1,217.943,5878.232,15.085,3.5829301,OPN,PUP
PUP127,Mullidae,Parupeneus,multifasciatus,PAMU,1,244.272,5086.099,16.145,3.5829301,OPN,PUP
PUP127,Kyphosidae,Kyphosus,sp,CHUB,2,389.457,4487.096,13.513,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,191.842,7714.61,18.514,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,triostegus,ACTR,1,197.857,7835.305,22.201,3.5829301,OPN,PUP
PUP127,Kyphosidae,Kyphosus,sp,CHUB,1,257.032,3384.27,8.835,3.5829301,OPN,PUP
PUP127,Kyphosidae,Kyphosus,sp,CHUB,1,262.062,4517.181,6.568,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,7,206.066,3807.177,17.274,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,olivaceus,ACOL,1,244.976,4211.408,12.857,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,195.41,2982.221,13.27,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,7,174.448,3061.656,8.922,3.5829301,OPN,PUP
PUP127,Kyphosidae,Kyphosus,sp,CHUB,1,246.807,2402.118,8.35,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,192.458,2893.69,11.779,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,195.164,2943.57,12.535,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,173.879,3006.879,15.463,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,211.837,3024.323,14.521,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,1,188.377,4072.077,5.564,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,7,194.992,3279.684,8.364,3.5829301,OPN,PUP
PUP127,Acanthuridae,Acanthurus,leucopareius,ACLE,7,192.841,2895.268,11.783,3.5829301,OPN,PUP
PUP130,Mullidae,Parupeneus,multifasciatus,PAMU,1,109.012,5671.441,10.652,10.668,OPN,PUP
PUP130,Labridae,Bodianus,albotaeniatus,BOBI,1,162.215,4351.356,17.549,10.668,OPN,PUP
PUP130,Mullidae,Parupeneus,multifasciatus,PAMU,1,160.244,4540.323,13.794,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,olivaceus,ACOL,1,240.998,5907.11,21.54,10.668,OPN,PUP
PUP130,Mullidae,Parupeneus,multifasciatus,PAMU,1,203.971,5480.173,19.13,10.668,OPN,PUP
PUP130,Mullidae,Parupeneus,multifasciatus,PAMU,1,192.642,6140.436,22.402,10.668,OPN,PUP
PUP130,Acanthuridae,Naso,lituratus,NALI,1,200.672,7524.55,5.387,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,olivaceus,ACOL,1,149.107,4306.849,16.883,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,olivaceus,ACOL,1,257.41,5831.49,17.299,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,olivaceus,ACOL,4,205.67,6169.339,11.788,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,olivaceus,ACOL,3,244.577,5682.528,19.373,10.668,OPN,PUP
PUP130,Mullidae,Mulloidichthys,flavolineatus,MUFL,1,343.514,4649.494,5.443,10.668,OPN,PUP
PUP130,Mullidae,Mulloidichthys,flavolineatus,MUFL,1,203.765,4430.686,9.48,10.668,OPN,PUP
PUP130,Mullidae,Parupeneus,pleurostigma,PAPL,1,205.246,4241.316,10.683,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,olivaceus,ACOL,1,279.937,5668.696,1.823,10.668,OPN,PUP
PUP130,Lethrinidae,Monotaxis,grandoculis,MOGR,4,171.381,6329.498,7.598,10.668,OPN,PUP
PUP130,Lethrinidae,Monotaxis,grandoculis,MOGR,1,193.989,7134.478,10.021,10.668,OPN,PUP
PUP130,Scaridae,Scarus,rubroviolaceus,SCRU,1,389.134,6286.636,16.148,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,olivaceus,ACOL,1,201.101,4556.207,17.416,10.668,OPN,PUP
PUP130,Scaridae,Scarus,rubroviolaceus,SCRU,1,420.148,7323.342,16.619,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,triostegus,ACTR,1,174.844,3419.878,9.592,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,triostegus,ACTR,1,171.431,3612.763,7.049,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,triostegus,ACTR,1,179.152,3327.709,6.811,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,triostegus,ACTR,1,145.647,3079.806,4.11,10.668,OPN,PUP
PUP130,Lethrinidae,Monotaxis,grandoculis,MOGR,1,241.157,7349.925,8.92,10.668,OPN,PUP
PUP130,Lethrinidae,Monotaxis,grandoculis,MOGR,6,229.441,8670.941,7.303,10.668,OPN,PUP
PUP130,Lethrinidae,Monotaxis,grandoculis,MOGR,6,256.901,8952.559,7.553,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,triostegus,ACTR,1,173.937,5305.49,13.052,10.668,OPN,PUP
PUP130,Acanthuridae,Acanthurus,triostegus,ACTR,1,222.064,5274.305,14.977,10.668,OPN,PUP
PUP130,Lethrinidae,Monotaxis,grandoculis,MOGR,8,277.66,5898.345,7.74,10.668,OPN,PUP
PUP130,Mullidae,Parupeneus,multifasciatus,PAMU,1,71.992,2309.386,13.299,10.668,OPN,PUP
PUP130,Scaridae,Scarus,psittacus,SCPS,1,99.197,2023.428,17.522,10.668,OPN,PUP
PUP130,Scaridae,Scarus,psittacus,SCPS,1,80.251,2084.952,17.96,10.668,OPN,PUP
PUP130,Lethrinidae,Monotaxis,grandoculis,MOGR,1,210.163,7871.785,18.333,10.668,OPN,PUP
PUP130,Lethrinidae,Monotaxis,grandoculis,MOGR,1,299.326,8611.838,9.157,10.668,OPN,PUP
PUP135,Labridae,Bodianus,albotaeniatus,BOBI,1,285.41,6665.529,17.088,10.0584,OPN,PUP
PUP135,Acanthuridae,Acanthurus,olivaceus,ACOL,1,255.822,4750.228,18.812,10.0584,OPN,PUP
PUP135,Acanthuridae,Acanthurus,olivaceus,ACOL,1,257.092,5170.455,15.054,10.0584,OPN,PUP
PUP135,Acanthuridae,Acanthurus,olivaceus,ACOL,1,311.194,4600.528,11.802,10.0584,OPN,PUP
PUP135,Acanthuridae,Acanthurus,olivaceus,ACOL,1,242.018,4848.36,17.317,10.0584,OPN,PUP
PUP135,Acanthuridae,Acanthurus,olivaceus,ACOL,1,249.034,5135.881,17.382,10.0584,OPN,PUP
PUP135,Acanthuridae,Acanthurus,olivaceus,ACOL,1,252.593,6313.944,16.616,10.0584,OPN,PUP
PUP135,Acanthuridae,Acanthurus,olivaceus,ACOL,1,226.489,5821.321,3.715,10.0584,OPN,PUP
PUP135,Acanthuridae,Acanthurus,olivaceus,ACOL,1,230.305,3792.419,5.604,10.0584,OPN,PUP
PUP135,Acanthuridae,Acanthurus,olivaceus,ACOL,1,199.265,3877.44,9.558,10.0584,OPN,PUP
PUP135,Acanthuridae,Acanthurus,olivaceus,ACOL,1,211.031,4056.111,11.86,10.0584,OPN,PUP
PUP135,Labridae,Bodianus,albotaeniatus,BOBI,1,140.033,4685.735,19.619,10.0584,OPN,PUP
PUP135,Labridae,Bodianus,albotaeniatus,BOBI,1,102.339,1089.662,11.746,10.0584,OPN,PUP
PUP135,Acanthuridae,Acanthurus,olivaceus,ACOL,1,287.755,4940.533,19.052,10.0584,OPN,PUP
PUP135,Mullidae,Parupeneus,multifasciatus,PAMU,1,117.924,3830.974,20.189,10.0584,OPN,PUP
PUP135,Mullidae,Parupeneus,multifasciatus,PAMU,1,57.757,4123.538,17.749,10.0584,OPN,PUP
PUP135,Mullidae,Parupeneus,multifasciatus,PAMU,1,71.092,4108.623,14.565,10.0584,OPN,PUP
PUP135,Mullidae,Parupeneus,multifasciatus,PAMU,1,124.061,3794.279,19.159,10.0584,OPN,PUP
PUP135,Labridae,Bodianus,albotaeniatus,BOBI,1,248.284,8981.52,12.042,10.0584,OPN,PUP
PUP135,Labridae,Bodianus,albotaeniatus,BOBI,1,108.466,5051.963,12.586,10.0584,OPN,PUP
PUP138,Acanthuridae,Acanthurus,blochii,ACBL,1,234.799,8394.874,6.022,11.8872,OPN,PUP
PUP138,Acanthuridae,Acanthurus,blochii,ACBL,1,273.478,6409.019,20.574,11.8872,OPN,PUP
PUP138,Lethrinidae,Monotaxis,grandoculis,MOGR,1,204.04,6035.165,22.814,11.8872,OPN,PUP
PUP138,Lethrinidae,Monotaxis,grandoculis,MOGR,1,243.637,8047.602,7.615,11.8872,OPN,PUP
PUP138,Lethrinidae,Monotaxis,grandoculis,MOGR,1,184.668,5374.232,16.394,11.8872,OPN,PUP
PUP138,Lethrinidae,Monotaxis,grandoculis,MOGR,1,348.703,6233.762,19.87,11.8872,OPN,PUP
PUP138,Lethrinidae,Monotaxis,grandoculis,MOGR,1,314.185,6379.202,19.227,11.8872,OPN,PUP
PUP138,Lethrinidae,Monotaxis,grandoculis,MOGR,1,226.117,5713.099,18.303,11.8872,OPN,PUP
PUP138,Mullidae,Parupeneus,multifasciatus,PAMU,1,100.871,6892.019,20.351,11.8872,OPN,PUP
PUP138,Lethrinidae,Monotaxis,grandoculis,MOGR,1,237.583,5922.232,9.891,11.8872,OPN,PUP
PUP138,Lethrinidae,Monotaxis,grandoculis,MOGR,1,335.29,6235.382,10.979,11.8872,OPN,PUP
PUP138,Lethrinidae,Monotaxis,grandoculis,MOGR,1,282.867,4431.012,10.086,11.8872,OPN,PUP
PUP138,Lethrinidae,Monotaxis,grandoculis,MOGR,1,209.369,5117.369,13.569,11.8872,OPN,PUP
PUP138,Acanthuridae,Acanthurus,olivaceus,ACOL,1,260.417,3472.609,7.705,11.8872,OPN,PUP
PUP138,Acanthuridae,Acanthurus,olivaceus,ACOL,1,268.988,3468.395,4.136,11.8872,OPN,PUP
PUP138,Acanthuridae,Acanthurus,olivaceus,ACOL,1,323.404,3605.007,6.787,11.8872,OPN,PUP
PUP138,Mullidae,Parupeneus,multifasciatus,PAMU,1,168.828,3555.856,12.685,11.8872,OPN,PUP
PUP138,Labridae,Bodianus,albotaeniatus,BOBI,1,91.937,2172.171,9.42,11.8872,OPN,PUP
PUP138,Scaridae,Scarus,psittacus,SCPS,1,67.075,1220.762,13.743,11.8872,OPN,PUP
PUP138,Mullidae,Parupeneus,multifasciatus,PAMU,1,72.958,3634.473,22.455,11.8872,OPN,PUP
PUP138,Mullidae,Parupeneus,multifasciatus,PAMU,1,70.213,4338.023,22.294,11.8872,OPN,PUP
PUP138,Mullidae,Parupeneus,multifasciatus,PAMU,1,56.385,4288.873,21.832,11.8872,OPN,PUP
PUP138,Mullidae,Parupeneus,multifasciatus,PAMU,1,94.607,6992.084,15.588,11.8872,OPN,PUP
PUP138,Mullidae,Parupeneus,multifasciatus,PAMU,1,85.174,6178.066,11.036,11.8872,OPN,PUP
PUP139,Scaridae,Scarus,rubroviolaceus,SCRU,1,424.586,7701.106,11.033,9.144,OPN,PUP
PUP139,Scaridae,Scarus,rubroviolaceus,SCRU,1,428.225,6693.096,3.105,9.144,OPN,PUP
PUP139,Scaridae,Scarus,rubroviolaceus,SCRU,1,405.168,6292.415,17.278,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,dussumieri,ACDU,1,327.653,5868.072,13.689,9.144,OPN,PUP
PUP139,Carangidae,Caranx,melampygus,CAME,1,277.235,2314.533,15.266,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,1,248.437,5282.091,17.656,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,1,186.616,3481.196,16.645,9.144,OPN,PUP
PUP139,Lethrinidae,Monotaxis,grandoculis,MOGR,1,264.47,4109.593,2.822,9.144,OPN,PUP
PUP139,Labridae,Bodianus,albotaeniatus,BOBI,1,293.943,3062.269,16.297,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,1,201.912,3779.626,10.557,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,1,166.217,3588.686,7.701,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,229.84,2324.689,7.729,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,238.234,2562.126,8.514,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,218.231,2038.412,7.252,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,244.064,2398.713,16.5,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,221.502,1895.793,7.983,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,240.265,2176.234,5.403,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,183.168,2109.519,9.179,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,220.645,2227.396,8.325,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,1,154.687,2264.356,17.834,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,1,178.114,2662.904,2.17,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,205.075,2545.064,18.336,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,243.376,2524.201,18.067,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,259.581,2734.955,13.625,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,254.959,2698.175,13.339,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,252.696,2099.249,7.163,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,dussumieri,ACDU,1,193.362,2689.591,19.734,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,dussumieri,ACDU,1,265.38,2975.017,15.905,9.144,OPN,PUP
PUP139,Mullidae,Parupeneus,multifasciatus,PAMU,1,202.202,2609.985,2.228,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,olivaceus,ACOL,1,210.789,1944.639,12.93,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,1,169.974,7855.71,18.387,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,4,168.629,7962.917,17.528,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,1,177.85,7524.644,11.424,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,1,261.354,4810.7,16.414,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,4,173.852,5294.253,20.57,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,1,167.985,3689.187,16.064,9.144,OPN,PUP
PUP139,Acanthuridae,Acanthurus,triostegus,ACTR,2,210.571,3995.681,15.894,9.144,OPN,PUP
PUP201,Acanthuridae,Acanthurus,leucopareius,ACLE,1,138.079,6821.736,15.661,5.73909,RES,PUP
PUP201,Lethrinidae,Monotaxis,grandoculis,MOGR,1,485.178,7644.344,7.236,5.73909,RES,PUP
PUP201,Mullidae,Mulloidichthys,vanicolensis,MUVA,1,262.084,4845.21,13.455,5.73909,RES,PUP
PUP201,Mullidae,Mulloidichthys,vanicolensis,MUVA,1,192.092,4703.871,15.35,5.73909,RES,PUP
PUP201,Mullidae,Mulloidichthys,vanicolensis,MUVA,2,229.318,4973.12,14.29,5.73909,RES,PUP
PUP201,Mullidae,Mulloidichthys,vanicolensis,MUVA,1,191.815,5099.715,12.21,5.73909,RES,PUP
PUP201,Mullidae,Mulloidichthys,vanicolensis,MUVA,1,272.083,4814.847,13.866,5.73909,RES,PUP
PUP201,Mullidae,Parupeneus,insularis,PAIN,1,227.866,5315.476,14.553,5.73909,RES,PUP
PUP201,Acanthuridae,Acanthurus,leucopareius,ACLE,1,202.555,7087.585,16.9,5.73909,RES,PUP
PUP201,Acanthuridae,Acanthurus,blochii,ACBL,1,375.324,2991.697,19.979,5.73909,RES,PUP
PUP201,Acanthuridae,Acanthurus,leucopareius,ACLE,1,222.795,2743.618,16.854,5.73909,RES,PUP
PUP201,Mullidae,Parupeneus,multifasciatus,PAMU,1,209.753,4930.597,17.147,5.73909,RES,PUP
PUP201,Acanthuridae,Acanthurus,leucopareius,ACLE,1,224.133,2620.911,18.831,5.73909,RES,PUP
